DrugBank_ID,Name,SMILES,CAS_Number
DB01849,Dihydrouracil,,
DB03107,beta-Alanine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03419,Uracil,,
DB00114,Pyridoxal phosphate,,
DB00147,Pyridoxal,,
DB00165,Pyridoxine,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB02142,Pyridoxamine-5'-Phosphate,,
DB02209,Pyridoxine phosphate,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00125,Arginine,,
DB00155,Citrulline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB01373,Calcium,,
DB02577,Mesoheme,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03248,2-(Phosphonooxy)Butanoic Acid,CC[C@@H](OP(O)(O)=O)C(O)=O,
DB03249,2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=C(C)C(=O)NC2=O)[C@]([H])(OC)[C@]1([H])C,
DB03250,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole",[H][C@]1(CO)O[C@@]([H])(C2=NC3=CC(C)=CC=C3S2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,
DB03251,RWJ-51084,[H]N([H])C(=NCCC[C@H](N([H])C(=O)C1CCCC1)C(=O)C1=NC2=CC=CC=C2S1)N([H])[H],
DB03252,D-Lysine,[H][C@@](N)(CCCCN)C(O)=O,923-27-3
DB03253,(2s)-Pyrrolidin-2-Ylmethylamine,NC[C@@H]1CCCN1,
DB03254,4-Phenyl-1h-Imidazole,N1C=NC=C1C1=CC=CC=C1,
DB03255,Phenol,OC1=CC=CC=C1,108-95-2
DB00171,ATP,,
DB00655,Estrone,,
DB01378,Magnesium cation,,
DB02577,Mesoheme,,
DB03175,Propyl alcohol,,
DB03255,Phenol,,
DB04160,Pyrophosphoric acid,,
DB04574,Estrone sulfate,,
DB00171,ATP,,
DB00655,Estrone,,
DB01378,Magnesium cation,,
DB02577,Mesoheme,,
DB03175,Propyl alcohol,,
DB03255,Phenol,,
DB04160,Pyrophosphoric acid,,
DB04574,Estrone sulfate,,
DB03256,(6R)-Folinic acid,[H]N([H])C1=NC(=O)C2=C(N([H])C[C@@H](CN([H])C3=CC=C(C=C3)C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1[H],73951-54-9
DB03257,"5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid",[H][C@@](CC(C)C)(NC(C)=O)[C@]1([H])O[C@]([H])(C[C@@]1([H])C(=O)OC)C(O)=O,
DB03258,2'-Deoxycytidine 5'-triphosphate,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1,2056-98-6
DB03259,"2',6'-Dichloro-Biphenyl-2,6-Diol",OC1=CC=CC(=C1O)C1=C(Cl)C=CC=C1Cl,
DB03260,Hexamethylene diamine,NCCCCCCN,124-09-4
DB03262,"Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)N(C(CN1CCOCC1)=C2)C1=CC(O)=CC=C1,
DB03263,Thiocellobiose,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(S[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,
DB03264,Dodecyl-Coa,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,
DB03266,Glutaral,O=CCCCC=O,111-30-8
DB03267,1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,CCCCN1C2=C(NC(CC3=CC=C(NC(C)=O)C=C3)=N2)C(=O)N(CC=C)C1=O,
DB03268,RU82197,CC(=O)N[C@@H](CC1=CC(C=O)=C(C=C1)C(O)=O)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,
DB03269,"4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose",[H][C@]1(C)O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)C([H])(O)[C@]([H])(O)[C@@]1([H])O,
DB03270,"2,6-Difluorobenzenesulfonamide",NS(=O)(=O)C1=C(F)C=CC=C1F,
DB03272,4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol,CN1N=C(C(Br)=C1C(F)(F)F)C1=CC(C(O)=O)=C(Cl)C=C1F,
DB03273,3'-Oxo-Adenosine,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)C1=O,
DB03274,"2',5'-Dideoxyuridine",[H]N1C(=O)C=CN([C@H]2C[C@H](O)[C@@H](C)O2)C1=O,35959-50-3
DB03275,Cysteinamide,N[C@@H](CS)C(N)=O,74401-72-2
DB03276,"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid",NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@H](\C=C\C[C@H](CNC1=O)CC1=CC=CC2=CC=CC=C12)C1=CC=C(C=C1)CP(O)(O)=O,
DB03277,alpha-maltotriose,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,
DB03278,D-Treitol,OC[C@H](O)[C@@H](O)CO,
DB03279,Dodecyl-Alpha-D-Maltoside,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(OCCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O,
DB03280,p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H](C[C@@H]4O)N4C=C(C)C(=O)N([H])C4=O)[C@@H](O)[C@H]3O)C2=NC=N1,
DB03281,2'-Deoxymaltose,[H][C@@]1(O)C[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(CO)O1,
DB03283,beta-L-fucose,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O,13224-93-6
DB00157,NADH,,
DB00171,ATP,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01638,Sorbitol,,
DB02263,D-glyceraldehyde 3-phosphate,,
DB02867,D-Mannose 1-phosphate,,
DB03283,beta-L-fucose,,
DB04160,Pyrophosphoric acid,,
DB04326,Dihydroxyacetone phosphate,,
DB00157,NADH,,
DB00171,ATP,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01638,Sorbitol,,
DB02263,D-glyceraldehyde 3-phosphate,,
DB02867,D-Mannose 1-phosphate,,
DB03283,beta-L-fucose,,
DB04160,Pyrophosphoric acid,,
DB04326,Dihydroxyacetone phosphate,,
DB00157,NADH,,
DB00171,ATP,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01638,Sorbitol,,
DB02263,D-glyceraldehyde 3-phosphate,,
DB02867,D-Mannose 1-phosphate,,
DB03283,beta-L-fucose,,
DB04160,Pyrophosphoric acid,,
DB04326,Dihydroxyacetone phosphate,,
DB03284,"2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid",[H][C@]1(O)COC(=C[C@]1([H])O)C(O)=O,
DB03285,Isoliquiritigenin,OC1=CC=C(\C=C\C(=O)C2=C(O)C=C(O)C=C2)C=C1,961-29-5
DB03286,C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide,[H]C(N)(O)[C@]1(O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O)N=[N+]=[N-],
DB03287,4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid,[H]\C(OCCN)=C(\[H])/C(=N\CC1=C(COP(O)(O)=O)C=NC(C)=C1O)/C(O)=O,
DB03288,5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide,[H][C@@](O)(CNC(=O)C1=CC2=CC(Cl)=CC=C2N1)N(CCO)C1CCCC1,
DB03289,Thiarsa Dihydroxy Cysteine,[H][C@](N)(CS[As](O)O)C(O)=O,
DB03290,L-naphthyl-1-acetamido boronic acid alanine,CC(=O)N[C@@H](CC1=CC=CC2=CC=CC=C12)[B-](O)(O)OC[C@H](N)C(O)=O,
DB03291,4-Deoxy-4-Amino-Beta-D-Glucose,[H][C@]1(N)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])CO,
DB03292,3-Phosphono-D-alanine,[H][C@@](N)(CP(O)(O)=O)C(O)=O,128241-72-5
DB03293,9-Methyl Uric Acid,CN1C(=O)NC2=C1NC(=O)NC2=O,
DB03294,"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",CN1SC(=O)C2=CC(=CC=C12)S(N)(=O)=O,
DB03295,Glutathionylspermidine,NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(O)=O,33932-35-3
DB03296,3'-beta-Sialyl-beta-lactose,[H]N([C@@H]1[C@@H](O)C[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@@H]2O)(O[C@@]1([H])[C@H](O)[C@H](O)CO)C(O)=O)C(C)=O,64839-32-3
DB03297,Benzylsulfonic acid,OS(=O)(=O)CC1=CC=CC=C1,100-87-8
DB03298,Phenylphosphate,OP(O)(=O)OC1=CC=CC=C1,701-64-4
DB03299,N-Succinyl Phenylglycine,[H][C@](NC(=O)CCC(O)=O)(C(O)=O)C1=CC=CC=C1,
DB03300,Pterin Cytosine Dinucleotide,[H][C@]12NC3=C(N[C@@]1([H])C(S)=C(S)[C@@H](COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)O2)C(=O)NC(N)=N3,
DB03301,2-Allyl-6-Methyl-Phenol,CC1=CC=CC(CC=C)=C1O,
DB03302,"4,5,6,7-Tetrachloro-3h-Isobenzofuran-1-One",ClC1=C2COC(=O)C2=C(Cl)C(Cl)=C1Cl,
DB03303,3-deoxy-D-arabino-hexonic acid,OC[C@@H](O)[C@@H](O)C[C@H](O)C(O)=O,29625-79-4
DB03304,7-Deaza-7-Aminomethyl-Guanine,NCC1=CNC2=C1C(=O)NC(N)=N2,
DB03305,N(G)-Iminoethylornithine,CC(=N)NCCC[C@H](N)C(O)=O,36889-13-1
DB03306,RU78300,COC1=CC=CC(C=O)=C1OP(O)(O)=O,
DB03307,4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide,NC1=NC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=C1,
DB03308,L-Leucyl-Hydroxylamine,CC(C)C[C@H](N)C(=O)NO,
DB03309,N-cyclohexyltaurine,OS(=O)(=O)CCNC1CCCCC1,103-47-9
DB03310,Glutathione disulfide,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,27025-41-8
DB03311,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide",CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,
DB03312,Brivudine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O,69304-47-8
DB03313,Cephalosporin C,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CCC[C@@H](N)C(O)=O)C(O)=O,61-24-5
DB03314,5-fluorotryptophan,N[C@@H](CC1=CNC2=C1C=C(F)C=C2)C(O)=O,16626-02-1
DB03315,Guanosine 3'-monophosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]2O)C(=O)N1,117-68-0
DB03316,"1,4-Dioxane",C1COCCO1,123-91-1
DB03317,Ferroheme C,CC(S)C1=C2C=C3C(C)=C(C(C)S)C4=[N+]3[Fe--]35N6C(=C4)C(C)=C(CCC(O)=O)C6=CC4=[N+]3C(=CC(N25)=C1C)C(C)=C4CCC(O)=O,26598-29-8
DB03318,6-Hydro-1-Methyladenosine-5'-Monophosphate,[H]N=C1N(C)C=NC2=C1N=CN2[C@]1([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@@]1([H])O,
DB03319,"(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate",[H][C@](N)(CC1=C(ON=C1[O-])C(C)(C)C)C(O)=O,
DB03320,3-Amino-Alanine,N[C@@H](C[NH3+])C(O)=O,
DB03321,Des(carbamimidoyl) zanamivir,[H][C@]1(OC(=C[C@H](N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,130525-62-1
DB03322,Dexpropranolol,CC(C)NC[C@@H](O)COC1=CC=CC2=C1C=CC=C2,5051-22-9
DB03323,Maltose,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,69-79-4
DB00114,Pyridoxal phosphate,,
DB00157,NADH,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01861,Uridine diphosphate glucose,,
DB03323,Maltose,,
DB03435,Uridine-5'-Diphosphate,,
DB04160,Pyrophosphoric acid,,
DB00114,Pyridoxal phosphate,,
DB00157,NADH,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01861,Uridine diphosphate glucose,,
DB03323,Maltose,,
DB03435,Uridine-5'-Diphosphate,,
DB04160,Pyrophosphoric acid,,
DB00114,Pyridoxal phosphate,,
DB00157,NADH,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01861,Uridine diphosphate glucose,,
DB03323,Maltose,,
DB03435,Uridine-5'-Diphosphate,,
DB04160,Pyrophosphoric acid,,
DB00114,Pyridoxal phosphate,,
DB00157,NADH,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01861,Uridine diphosphate glucose,,
DB03323,Maltose,,
DB03435,Uridine-5'-Diphosphate,,
DB04160,Pyrophosphoric acid,,
DB00114,Pyridoxal phosphate,,
DB00157,NADH,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01861,Uridine diphosphate glucose,,
DB03323,Maltose,,
DB03435,Uridine-5'-Diphosphate,,
DB04160,Pyrophosphoric acid,,
DB00114,Pyridoxal phosphate,,
DB00157,NADH,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01861,Uridine diphosphate glucose,,
DB03323,Maltose,,
DB03435,Uridine-5'-Diphosphate,,
DB04160,Pyrophosphoric acid,,
DB00114,Pyridoxal phosphate,,
DB00157,NADH,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01861,Uridine diphosphate glucose,,
DB03323,Maltose,,
DB03435,Uridine-5'-Diphosphate,,
DB04160,Pyrophosphoric acid,,
DB03325,Tyrosyladenylate,[H]N([H])[C@@H](CC1=CC=C(O)C=C1)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H],
DB03326,"Deoxycytidylyl-3',5'-guanosine",NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OC2CC(OC2CO)N2C=CC(N)=NC2=O)O1,52474-59-6
DB03327,{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid,[H][C@@](C)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)P(O)(O)=O,
DB03328,Dioxo(sulfanyl)molybdenum,S[Mo](=O)=O,
DB03329,2-Pyridinethiol,SC1=NC=CC=C1,73018-10-7
DB03330,S-(N-hydroxy-N-iodophenylcarbamoyl)glutathione,N[C@@H](CCC(=O)N[C@@H](CS[C@@H](O)N(O)C1=CC=C(I)C=C1)C(=O)NCC(O)=O)C(O)=O,
DB03331,"N-naphthalen-1-ylmethyl-2'-[3,5-dimethoxybenzamido]-2'-deoxy-adenosine",[H]N(CC1=CC=CC2=CC=CC=C12)C1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3N([H])C(=O)C3=CC(OC)=CC(OC)=C3)C2=NC=N1,
DB03332,"5,6-Cyclic-Tetrahydropteridine",NC1=NC2=C(N3[C@@H](COC3=O)CN2)C(=O)N1,
DB03333,(4-sulfamoyl-phenyl)-thiocarbamic acid O-(2-thiophen-3-yl-ethyl) ester,NS(=O)(=O)C1=CC=C(NC(=S)OCCC2=CSC=C2)C=C1,
DB03335,(+)-1-bromo-2-propanol,C[C@H](O)CBr,16088-60-1
DB03336,BIA,OC1=CC(=CC(=C1O)[N+]([O-])=O)C(=O)CCN1CCN(CC1)C1=CC(=CC=C1)C(F)(F)F,
DB03337,1-(2-Amidinophenyl)-3-(Phenoxyphenyl)Urea,NC(=N)C1=CC=C(NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1,
DB03338,Heptyl glucoside,CCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,78617-12-6
DB03339,3-Iodo-Benzyl Alcohol,OCC1=CC=CC(I)=C1,
DB03340,3-[(1-Amino-2-Carboxy-Ethyl)-Hydroxy-Phosphinoyl]-2-Methyl-Propionic Acid,[H][C@@](C)(CP(O)(=O)[C@@]([H])(N)CC(O)=O)C(O)=O,
DB03341,CoA-S-acetyl 5-bromotryptamine,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)N([H])CCC4=CN([H])C5=C4C=C(Br)C=C5)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,
DB03342,4-(Acetylamino)-3-Guanidinobenzoic Acid,CC(=O)NC1=CC=C(C=C1NC(N)N)C(O)=O,
DB03343,Malate Like Intermediate,O[C@H](\C=C(/O)[O-])C([O-])=O,
DB03344,"Inositol-(1,3,4,5,6)-Pentakisphosphate",[H][C@]1(O)[C@]([H])(OP(O)(O)=O)[C@@]([H])(OP(O)(O)=O)[C@@]([H])(OP(O)(O)=O)[C@]([H])(OP(O)(O)=O)[C@@]1([H])OP(O)(O)=O,
DB03345,Mercaptoethanol,OCCS,60-24-2
DB03346,"3,3',5,5'-tetrachlorobiphenyl-4,4'-diol",OC1=C(Cl)C=C(C=C1Cl)C1=CC(Cl)=C(O)C(Cl)=C1,13049-13-3
DB03347,Triethyl phosphate,CCOP(=O)(OCC)OCC,78-40-0
DB03348,Huperzine B,[H][C@]12CCCN[C@]11CC(C)=C[C@H]2CC2=C1C=CC(=O)N2,103548-82-9
DB03349,8-Bromo-Adenosine-5'-Monophosphate,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C(Br)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,
DB03350,Cobalt hexammine ion,[NH3+][Co-3]([NH3+])([NH3+])([NH3+])([NH3+])[NH3+],
DB03351,Sri-9439,CC1=C(CNC2=CC=CC3=NC=CC=C23)C=NC2=NC(N)=NC(N)=C12,
DB03352,S-Arsonocysteine,N[C@@H](CS[As](O)(O)=O)C(O)=O,
DB03353,2-Iminobiotin,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])N=C(N)N2,13395-35-2
DB03354,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Oxadiazole",[H][C@]1(CO)O[C@@]([H])(C2=NN=C(C)O2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,
DB03355,5'-O-(L-Threonylsulfamoyl)adenosine,[H]N([H])[C@@H]([C@@H](C)O)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H],
DB03357,(S)-Mandelic acid,O[C@H](C(O)=O)C1=CC=CC=C1,17199-29-0
DB03358,"7-Methyl-7,8-dihydroguanosine 5'-(tetrahydrogen triphosphate)",[H]N([H])C1=NC(=O)C2=C(N1[H])N(CN2C)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,
DB03359,"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene",C[N+](C)(C)C1=CC=CC(=C1)C(O)(O)C(F)(F)F,
DB03360,N-Acetylproline,[H][C@]1(CCCN1C(C)=O)C(O)=O,68-95-1
DB03361,"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate",[H][C@@](C)(O)[C@]12NC3=NC(C)=NC=C3CN1C(C)=C(CCOP(O)(=O)OP(O)(O)=O)S2,
DB03362,N-Dimethyl-Lysine,[H][C@](N)(CCCCN(C)C)C(O)=O,
DB03363,3-Acetylpyridine Adenine Dinucleotide,[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C(C)=O)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,
DB03364,N-Carbamyl-D-Methionine,CSCC[C@@H](NC(N)=O)C(O)=O,
DB03365,"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline",COC1=CC2=NC=NC(NC3=CC(O)=CC=C3)=C2C=C1OC,
DB03366,Imidazole,N1C=CN=C1,288-32-4
DB03367,PF-00356231,[H][C@](CC(O)=O)(NC(=O)C1=CC(=CS1)C1=CC=C(C=C1)C1=CC=NC=C1)C1=CC=CC=C1,766536-21-4
DB03368,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione",CC1(C(=O)NC(=O)NC1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,
DB03369,9-Aminophenanthrene,NC1=CC2=CC=CC=C2C2=CC=CC=C12,947-73-9
DB03370,FR239087,[H][C@@](C)(O)[C@@]([H])(CCC1=CC=CC(Cl)=C1Cl)N1C=NC(=C1)C(N)=O,
DB03371,Modified Ribosylated Glutamyl Ester,[H][C@](N)(CCC(=O)O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]1(O)F)C(O)=O,
DB03372,"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One",SCCC(=O)N1CCC2=C(C1)NC1=C2C=CC=C1,
DB03373,ZK-806711,[H]N=C(C)N1CCC(CC1)OC1=CC2=C(C=C1)N=C(C)N2CC1=CC2=C(C=C1)C=CC(=C2)C(N)=[NH2+],
DB03374,"3,5-Diiodotyrosine",[H][C@](N)(CC1=CC(I)=C(O)C(I)=C1)C(O)=O,300-39-0
DB00135,Tyrosine,,
DB00279,Liothyronine,,
DB00451,Levothyroxine,,
DB01373,Calcium,,
DB01758,3-Iodo-Tyrosine,,
DB02577,Mesoheme,,
DB02688,"2,3-Didehydroalanine",,
DB03147,Flavin adenine dinucleotide,,
DB03374,"3,5-Diiodotyrosine",,
DB03376,5'-O-(N-(Alanyl)sulfamoyl)adenosine,[H]N([H])[C@@H](C)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H],112921-04-7
DB03378,"4-Amino-1-[(1s,3r,4r,7s)-7-Hydroxy-1-(Hydroxymethyl)-2,5-Dioxabicyclo[2.2.1]Hept-3-Yl]-5-Methylpyrimidin-2(1h)-One",,
DB03379,2-Carboxyethylphosphonic Acid,OC(=O)CCP(O)(O)=O,
DB03380,L-tyrosinamide,[H][C@](N)(CC1=CC=C(O)C=C1)C(N)=O,4985-46-0
DB03381,Hexadecanal,CCCCCCCCCCCCCCCC=O,629-80-1
DB00114,Pyridoxal phosphate,,
DB00133,Serine,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01861,Uridine diphosphate glucose,,
DB03381,Hexadecanal,,
DB03435,Uridine-5'-Diphosphate,,
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,
DB00114,Pyridoxal phosphate,,
DB00133,Serine,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01861,Uridine diphosphate glucose,,
DB03381,Hexadecanal,,
DB03435,Uridine-5'-Diphosphate,,
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,
DB00114,Pyridoxal phosphate,,
DB00133,Serine,,
DB00171,ATP,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB01861,Uridine diphosphate glucose,,
DB03381,Hexadecanal,,
DB03435,Uridine-5'-Diphosphate,,
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",,
